epoch,time,generator_loss,discriminator_loss
430,2022_08_12_17_19_50,-3.3566,0.5731
431,2022_08_12_17_20_07,-4.0009,-2.3002
432,2022_08_12_17_20_24,-4.8780,-3.5655
433,2022_08_12_17_20_41,-4.7025,0.2438
434,2022_08_12_17_20_58,-6.5255,-0.3299
435,2022_08_12_17_21_15,-4.9987,2.8057
436,2022_08_12_17_21_32,-2.4627,-0.0473
437,2022_08_12_17_21_49,-2.3185,0.5309
438,2022_08_12_17_22_06,-5.4438,0.3403
439,2022_08_12_17_22_23,-3.5561,-0.3656
440,2022_08_12_17_22_40,-1.9918,0.4052
441,2022_08_12_17_22_56,-4.4550,1.3339
442,2022_08_12_17_23_13,-0.3581,-1.8179
443,2022_08_12_17_23_30,-3.2926,-1.3812
444,2022_08_12_17_23_47,-4.3569,-1.4006
445,2022_08_12_17_24_03,-5.8423,1.3365
446,2022_08_12_17_24_19,-4.1846,0.0910
447,2022_08_12_17_24_36,-3.6092,1.2011
448,2022_08_12_17_24_52,-5.7090,2.2957
449,2022_08_12_17_25_09,-5.7178,2.6550
450,2022_08_12_17_25_25,-6.8815,1.4482
451,2022_08_12_17_25_42,-6.1609,-3.1723
452,2022_08_12_17_25_58,-8.6439,4.3338
453,2022_08_12_17_26_21,-7.8830,0.0086
454,2022_08_12_17_26_37,-9.6048,-1.5139
455,2022_08_12_17_26_55,-7.2969,1.4895
456,2022_08_12_17_27_11,-5.4657,0.9570
457,2022_08_12_17_27_28,-6.7136,-1.1506
458,2022_08_12_17_27_46,-6.2727,0.1597
459,2022_08_12_17_28_17,-4.5512,0.6559
460,2022_08_12_17_28_33,-5.1433,0.7792
461,2022_08_12_17_28_50,-6.2997,-3.1207
462,2022_08_12_17_29_07,-7.4041,0.5863
463,2022_08_12_17_29_23,-5.8590,0.3213
464,2022_08_12_17_29_40,-6.4879,0.2895
465,2022_08_12_17_29_56,-3.8528,-0.5960
466,2022_08_12_17_30_13,-4.3809,2.1929
467,2022_08_12_17_30_29,-3.2445,0.3547
468,2022_08_12_17_30_46,-7.0532,-0.3647
469,2022_08_12_17_31_02,-5.8522,-3.5999
470,2022_08_12_17_31_19,-7.2466,-0.0488
471,2022_08_12_17_31_35,-9.4459,4.7196
472,2022_08_12_17_31_56,-5.6387,0.2633
473,2022_08_12_17_32_13,-7.2481,-0.9020
474,2022_08_12_17_32_29,-8.2990,1.5375
475,2022_08_12_17_32_45,-6.0955,-0.3888
476,2022_08_12_17_33_02,-6.5878,0.6823
477,2022_08_12_17_33_18,-7.2398,0.6545
478,2022_08_12_17_33_35,-4.9799,-1.4239
479,2022_08_12_17_33_51,-6.6185,0.6014
480,2022_08_12_17_34_07,-5.6627,1.8254
481,2022_08_12_17_34_23,-5.1544,2.1237
482,2022_08_12_17_34_40,-3.4948,-2.2684
483,2022_08_12_17_34_59,-4.2046,-2.0256
484,2022_08_12_17_35_16,-6.6004,0.9571
485,2022_08_12_17_35_33,-4.1035,5.7180
486,2022_08_12_17_35_51,-3.4137,0.0130
487,2022_08_12_17_36_08,-2.8823,-0.3322
488,2022_08_12_17_36_47,-3.0591,-1.2989
489,2022_08_12_17_37_04,-8.0206,-0.6382
490,2022_08_12_17_37_21,-4.9447,-1.3504
491,2022_08_12_17_37_37,-6.3818,0.1549
492,2022_08_12_17_37_55,-5.4947,-1.4979
493,2022_08_12_17_38_13,-6.3705,0.4829
494,2022_08_12_17_38_30,-8.6327,0.7901
495,2022_08_12_17_38_47,-12.2672,0.6414
496,2022_08_12_17_39_04,-8.2446,-4.5429
497,2022_08_12_17_39_21,-7.7116,-1.8414
498,2022_08_12_17_39_37,-8.2519,-0.7388
499,2022_08_12_17_39_59,-8.1851,-0.8328
500,2022_08_12_17_40_15,-8.3911,-0.9816
501,2022_08_12_17_40_30,-4.8044,-0.7043
502,2022_08_12_17_40_46,-7.2334,1.7238
503,2022_08_12_17_41_02,-6.4411,-1.6706
504,2022_08_12_17_41_17,-7.3882,-2.7948
505,2022_08_12_17_41_36,-5.6639,-1.2134
506,2022_08_12_17_41_57,-5.3059,-0.0332
507,2022_08_12_17_42_14,-3.1181,-3.0104
508,2022_08_12_17_42_32,-7.9627,-5.2690
509,2022_08_12_17_42_50,-4.5965,0.0252
510,2022_08_12_17_43_06,-3.6938,-1.7109
511,2022_08_12_17_43_25,-4.9055,-1.3175
512,2022_08_12_17_43_42,-4.7403,1.4342
513,2022_08_12_17_44_00,-6.6856,1.2744
514,2022_08_12_17_44_18,-1.6467,-0.8867
515,2022_08_12_17_44_35,-3.5523,-0.4405
516,2022_08_12_17_44_52,-0.9032,3.5871
517,2022_08_12_17_45_09,-2.4970,0.4457
518,2022_08_12_17_45_26,-4.3404,-1.0259
519,2022_08_12_17_45_43,-6.2159,-0.4538
520,2022_08_12_17_46_00,-4.2730,-1.2583
521,2022_08_12_17_46_17,-4.7576,-0.7072
522,2022_08_12_17_46_34,-0.8547,-3.3811
523,2022_08_12_17_46_55,-0.5202,-0.6903
524,2022_08_12_17_47_12,-4.8969,2.5027
