epoch,time,generator_loss,discriminator_loss
425,2022_08_16_10_08_22,19.0944,1.0492
426,2022_08_16_10_08_24,17.4057,-4.1536
427,2022_08_16_10_08_26,15.4894,-3.1753
428,2022_08_16_10_08_28,16.6313,2.2695
429,2022_08_16_10_08_30,19.1319,-0.5494
430,2022_08_16_10_08_33,17.5492,0.5562
431,2022_08_16_10_08_35,19.0736,1.3596
432,2022_08_16_10_08_37,18.6933,1.2118
433,2022_08_16_10_08_39,17.9997,-1.6096
434,2022_08_16_10_08_42,18.8659,-1.5726
435,2022_08_16_10_08_44,20.4134,0.6098
436,2022_08_16_10_08_46,19.3365,-0.1537
437,2022_08_16_10_08_48,21.7385,2.3619
438,2022_08_16_10_08_50,19.7913,-1.5140
439,2022_08_16_10_08_53,18.3659,2.0822
440,2022_08_16_10_08_55,22.1200,-3.3015
441,2022_08_16_10_08_57,21.0441,1.6959
442,2022_08_16_10_08_59,22.8244,1.1147
443,2022_08_16_10_09_01,21.5778,-1.2330
444,2022_08_16_10_09_03,21.4296,1.5252
445,2022_08_16_10_09_05,20.2207,-1.2999
446,2022_08_16_10_09_07,20.3721,0.8831
447,2022_08_16_10_09_09,21.3209,1.0531
448,2022_08_16_10_09_11,21.9117,0.8848
449,2022_08_16_10_09_13,21.3798,0.4552
450,2022_08_16_10_09_15,21.7151,3.8336
451,2022_08_16_10_09_17,19.5462,1.5708
452,2022_08_16_10_09_19,20.0375,2.7976
453,2022_08_16_10_09_22,17.3937,-1.3438
454,2022_08_16_10_09_24,19.0047,0.5428
455,2022_08_16_10_09_26,19.1152,0.7317
456,2022_08_16_10_09_28,19.7346,-2.6289
457,2022_08_16_10_09_30,18.6548,1.6449
458,2022_08_16_10_09_32,19.0869,3.7705
459,2022_08_16_10_09_34,17.5340,1.9819
460,2022_08_16_10_09_36,18.3275,-1.2566
461,2022_08_16_10_09_39,18.8791,-3.7391
462,2022_08_16_10_09_41,16.1556,-0.2869
463,2022_08_16_10_09_43,18.4289,-1.6721
464,2022_08_16_10_09_45,16.9953,-1.8219
465,2022_08_16_10_09_48,17.5362,-2.0492
466,2022_08_16_10_09_51,17.0715,0.7536
467,2022_08_16_10_09_53,16.8471,0.8086
468,2022_08_16_10_09_55,16.2640,-0.3553
469,2022_08_16_10_09_57,17.2350,2.0469
470,2022_08_16_10_09_59,14.4064,0.0827
471,2022_08_16_10_10_01,16.8668,-1.4302
472,2022_08_16_10_10_04,15.6402,0.7018
473,2022_08_16_10_10_06,15.3343,0.4518
474,2022_08_16_10_10_08,17.6700,0.7546
475,2022_08_16_10_10_11,16.8633,1.6871
476,2022_08_16_10_10_13,17.5610,-0.8070
477,2022_08_16_10_10_15,15.7930,1.6145
478,2022_08_16_10_10_18,18.2918,1.1305
479,2022_08_16_10_10_20,18.8777,1.6668
480,2022_08_16_10_10_23,19.2736,0.9937
481,2022_08_16_10_10_26,19.1777,-0.8921
482,2022_08_16_10_10_28,17.5121,0.3656
483,2022_08_16_10_10_30,18.4738,-0.0103
484,2022_08_16_10_10_32,19.6003,1.6323
485,2022_08_16_10_10_35,18.0106,-2.5828
486,2022_08_16_10_10_37,18.5749,-1.0547
487,2022_08_16_10_10_39,21.0173,0.6597
488,2022_08_16_10_10_42,23.1189,-1.0617
489,2022_08_16_10_10_45,20.8387,2.1786
490,2022_08_16_10_10_47,21.2767,0.5811
491,2022_08_16_10_10_49,18.7930,0.5933
